ko;RNA_PA_A_T1_insitu;RNA_PA_A_T1_plant;RNA_PA_A_T3_insitu;RNA_PA_A_T3_plant;RNA_SG_A_T1_insitu;RNA_SG_A_T1_plant;RNA_SG_A_T3_insitu;RNA_SG_A_T3_plant
ko:K03312;2;8;4;16;0;0;0;2
ko:K03313;39;28;7;27;12;9;12;6
ko:K03314;0;0;0;0;0;0;2;0
ko:K03315;13;17;0;0;0;0;0;0
ko:K03316;44;12;17;32;9;20;16;7
ko:K03317;43;16;17;33;6;3;1;3
ko:K03319;0;2;2;4;2;0;1;0
ko:K03320;124;74;85;95;96;173;177;74
ko:K03321;21;32;5;28;32;13;22;9
ko:K03322;3;9;8;16;3;16;9;8
ko:K03324;23;16;8;26;6;2;8;8
ko:K03325;14;0;5;3;0;1;0;0
ko:K03326;1;0;5;4;0;0;0;0
ko:K03327;36;27;18;36;11;6;8;4
ko:K03328;29;25;34;38;16;0;2;2
ko:K03329;0;4;0;1;0;0;0;0
ko:K03330;0;4;0;0;12;4;10;0
ko:K03332;10;12;229;400;9;6;8;6
ko:K03333;128;99;64;82;49;53;10;14
ko:K03335;81;45;21;29;6;20;9;6
ko:K03336;62;32;16;32;6;36;5;5
ko:K03337;22;17;20;30;146;155;50;25
ko:K03338;32;8;16;24;9;7;10;5
ko:K03340;0;1;0;0;0;0;0;0
ko:K03342;50;25;8;15;11;4;0;0
ko:K03343;10;1;0;0;0;0;0;0
ko:K03365;0;0;0;0;1;0;0;2
ko:K03366;29;28;3;4;6;8;5;7
ko:K03367;2;1;0;1;0;0;0;0
ko:K03379;31;23;19;18;11;8;12;10
ko:K03380;0;0;0;0;5;6;3;6
ko:K03381;2;4;12;6;22;27;20;4
ko:K03382;0;0;0;0;0;0;0;0
ko:K03383;18;3;0;3;5;7;1;3
ko:K03385;1;0;0;0;14;3;6;5
ko:K03386;191;342;174;375;312;102;70;55
ko:K03387;2;2;0;4;26;10;9;3
ko:K03388;9;4;5;6;0;0;0;0
ko:K03389;1;3;0;0;0;3;0;2
ko:K03390;0;0;0;0;0;0;0;0
ko:K03391;1;0;0;0;0;3;0;0
ko:K03392;22;15;14;16;28;13;17;7
ko:K03394;13;6;4;10;4;2;7;0
ko:K03395;1;1;0;0;0;0;0;0
ko:K03396;15;5;21;11;11;1;4;2
ko:K03399;0;0;0;0;1;0;0;0
ko:K03400;0;0;2;0;0;0;0;0
ko:K03402;25;11;11;10;5;3;2;0
ko:K03403;0;0;0;0;1;4;3;2
ko:K03404;37;36;8;13;15;12;14;2
ko:K03405;191;115;55;67;53;83;62;29
ko:K03406;298;443;178;244;502;88;62;65
ko:K03407;235;265;64;125;239;108;57;55
ko:K03408;47;76;22;35;48;11;1;3
ko:K03409;2;6;16;30;2;0;0;1
ko:K03410;16;20;10;23;10;4;1;4
ko:K03411;5;9;1;4;4;0;0;0
ko:K03412;82;134;85;90;66;38;59;26
ko:K03413;53;100;81;130;96;25;30;20
ko:K03414;10;22;0;0;23;1;0;2
ko:K03415;1;1;11;8;8;0;0;3
ko:K03416;0;0;0;0;0;0;0;0
ko:K03417;48;39;5;17;68;31;3;13
ko:K03418;8;4;0;5;6;5;4;3
ko:K03420;4;3;2;0;2;0;0;0
ko:K03424;89;56;20;28;13;10;14;6
ko:K03425;1;0;0;0;0;0;0;0
ko:K03426;38;28;4;8;5;3;5;1
ko:K03427;146;133;70;105;13;3;4;2
ko:K03428;8;3;2;5;0;2;0;0
ko:K03429;8;3;12;16;1;3;11;3
ko:K03430;11;8;26;37;4;5;4;2
ko:K03431;106;122;78;115;40;21;12;18
ko:K03432;29;15;17;9;39;19;13;8
ko:K03433;60;47;27;29;45;51;54;12
ko:K03435;1;4;4;5;2;0;0;0
ko:K03436;0;0;4;6;9;11;10;7
ko:K03437;42;25;20;28;5;4;8;0
ko:K03438;146;127;61;76;80;53;28;23
ko:K03439;24;20;11;9;6;4;1;2
ko:K03442;17;21;9;9;5;7;2;0
ko:K03444;2;0;0;0;2;0;0;0
ko:K03445;0;0;0;0;3;2;0;0
ko:K03446;0;2;0;0;24;16;10;5
ko:K03449;11;2;0;2;6;6;5;4
ko:K03451;18;3;0;0;0;0;0;0
ko:K03453;3;17;4;10;1;7;4;2
ko:K03455;90;72;43;84;39;15;4;15
ko:K03457;70;35;31;63;29;21;13;12
ko:K03458;11;3;2;2;9;5;12;2
ko:K03462;2;3;12;5;2;0;0;0
ko:K03464;7;6;0;1;0;3;0;3
ko:K03465;58;66;18;21;7;4;4;2
ko:K03466;378;301;197;299;147;99;63;62
ko:K03469;51;52;24;49;8;10;6;1
ko:K03470;77;49;28;48;15;16;11;8
ko:K03471;10;4;4;6;0;0;0;0
ko:K03472;0;0;0;0;3;0;0;0
ko:K03473;0;0;0;2;0;2;0;0
ko:K03474;18;42;33;33;11;9;2;5
ko:K03475;2;4;0;0;0;0;0;0
ko:K03476;0;2;2;4;0;0;0;0
ko:K03477;0;0;0;0;2;0;0;0
ko:K03478;10;15;9;5;0;2;0;5
ko:K03480;0;0;0;0;1;0;0;0
ko:K03482;0;0;0;0;0;0;0;0
ko:K03483;6;0;0;0;10;0;0;0
ko:K03484;1;0;1;0;2;0;0;0
ko:K03486;0;0;0;0;0;0;0;0
ko:K03488;0;0;0;0;0;0;0;0
ko:K03489;2;0;0;0;0;2;0;0
ko:K03490;2;2;0;0;0;0;0;0
ko:K03491;0;0;0;0;0;0;0;0
ko:K03492;0;0;0;0;0;0;0;0
ko:K03495;104;78;49;112;34;12;17;17
ko:K03496;490;328;196;219;125;154;87;88
ko:K03497;222;184;112;170;36;30;23;14
ko:K03498;53;42;18;30;8;4;3;2
ko:K03499;260;154;57;53;5;25;14;5
ko:K03500;58;69;44;53;32;18;3;8
ko:K03501;28;31;6;13;3;2;1;1
ko:K03502;2;6;2;8;5;2;2;0
ko:K03503;0;0;1;2;1;2;1;0
ko:K03517;179;86;94;104;62;52;43;33
ko:K03518;197;98;67;95;80;85;48;38
ko:K03519;273;154;90;93;60;59;21;18
ko:K03520;734;397;172;261;297;279;205;172
ko:K03521;242;250;127;147;131;70;48;38
ko:K03522;252;209;91;150;129;60;54;32
ko:K03523;31;6;23;23;5;6;5;1
ko:K03524;65;38;19;34;13;11;5;6
ko:K03525;60;45;51;38;21;20;18;10
ko:K03526;331;203;186;122;105;67;63;33
ko:K03527;290;248;133;167;100;88;76;42
ko:K03528;5;6;0;3;0;0;0;0
ko:K03529;276;249;165;295;149;76;67;51
ko:K03530;503;464;585;885;198;182;103;74
ko:K03531;559;459;242;453;389;249;202;142
ko:K03532;0;0;0;0;0;0;0;0
ko:K03533;0;0;0;0;0;0;0;0
ko:K03534;4;1;5;0;1;0;0;0
ko:K03535;0;0;2;0;2;3;0;0
ko:K03536;113;85;47;77;27;20;7;8
ko:K03540;47;37;7;11;0;2;0;0
ko:K03543;0;0;4;0;13;20;12;7
ko:K03544;940;920;477;574;617;471;497;315
ko:K03545;643;608;271;446;265;159;127;74
ko:K03546;77;66;40;53;13;11;11;9
ko:K03547;77;38;19;15;9;5;5;4
ko:K03548;51;28;5;6;1;0;0;0
ko:K03549;38;31;77;62;36;31;24;6
ko:K03550;51;41;28;52;19;6;3;4
ko:K03551;140;103;70;77;36;27;18;8
ko:K03552;0;0;0;0;0;0;0;0
ko:K03553;594;386;233;436;335;209;116;77
ko:K03554;13;9;5;9;14;2;0;0
ko:K03555;154;91;64;76;40;25;26;13
ko:K03556;58;37;40;25;86;108;60;27
ko:K03557;11;5;5;3;9;0;2;1
ko:K03558;13;11;7;10;13;15;6;6
ko:K03559;313;384;237;551;145;101;106;54
ko:K03560;132;166;87;241;86;80;78;42
ko:K03561;528;607;357;595;437;285;259;182
ko:K03562;303;273;163;302;264;204;234;176
ko:K03563;91;69;24;18;47;70;11;19
ko:K03564;145;163;210;235;69;64;50;36
ko:K03565;42;48;27;24;6;8;3;1
ko:K03566;18;23;9;15;13;1;8;2
ko:K03567;27;17;3;11;0;5;2;2
ko:K03568;183;155;102;176;64;52;36;44
ko:K03569;517;402;221;366;191;169;163;108
ko:K03570;112;91;32;55;22;7;10;12
ko:K03571;24;8;17;32;9;6;1;2
ko:K03572;176;91;60;55;21;17;5;9
ko:K03573;0;0;0;0;0;0;0;0
ko:K03574;123;84;43;62;11;18;17;7
ko:K03575;37;38;20;27;13;6;3;0
ko:K03576;1;1;0;2;1;0;0;0
ko:K03577;3;6;0;0;1;2;0;0
ko:K03578;38;43;21;39;16;8;14;6
ko:K03579;10;8;6;16;5;4;6;1
ko:K03580;16;19;3;18;2;6;1;0
ko:K03581;78;67;21;11;7;13;7;10
ko:K03582;53;68;6;14;4;4;2;2
ko:K03583;38;62;13;12;3;0;2;0
ko:K03584;59;42;21;37;7;7;6;7
ko:K03585;73;79;52;100;55;46;11;19
ko:K03586;6;0;0;0;0;3;0;0
ko:K03587;177;158;103;131;49;44;13;20
ko:K03588;111;74;34;54;27;30;26;11
ko:K03589;78;34;35;55;19;7;4;2
ko:K03590;130;116;90;178;80;34;35;26
ko:K03591;0;0;0;0;0;0;0;0
ko:K03592;58;87;52;93;25;16;9;5
ko:K03593;338;224;112;147;93;52;25;21
ko:K03594;600;406;197;297;120;86;64;23
ko:K03595;95;64;49;89;29;14;21;19
ko:K03596;281;222;104;160;136;77;78;32
ko:K03597;1;14;4;15;15;7;7;2
ko:K03598;30;17;4;8;11;0;11;2
ko:K03599;38;51;6;17;24;5;11;6
ko:K03600;17;22;8;16;13;2;2;0
ko:K03601;70;69;64;135;68;33;17;16
ko:K03602;11;22;18;24;10;8;4;11
ko:K03603;0;0;1;0;0;0;0;0
ko:K03604;9;4;0;4;0;0;0;0
ko:K03605;279;156;23;16;8;15;4;5
ko:K03606;30;38;28;33;36;24;31;10
ko:K03607;6;13;2;8;5;0;0;1
ko:K03608;12;15;13;20;14;8;11;5
ko:K03609;122;103;57;103;50;20;36;18
ko:K03610;37;22;12;25;14;2;0;3
ko:K03611;15;18;8;29;6;0;1;2
ko:K03612;0;1;0;2;0;1;0;0
ko:K03613;0;0;0;0;0;0;0;1
ko:K03614;12;12;7;8;3;2;2;1
ko:K03615;75;36;34;44;4;2;2;2
ko:K03616;146;83;15;12;16;29;6;17
ko:K03617;14;12;34;24;0;0;2;0
ko:K03618;0;0;0;2;0;0;0;0
ko:K03619;29;13;10;19;0;0;0;0
ko:K03620;0;0;0;0;0;0;0;0
ko:K03621;141;110;94;143;57;21;14;17
ko:K03622;1;1;0;0;10;28;16;2
ko:K03623;0;0;0;0;0;0;0;0
ko:K03624;191;173;125;139;38;43;31;28
ko:K03625;45;35;44;37;21;14;8;8
ko:K03626;2;2;0;0;2;1;6;0
ko:K03627;0;0;0;0;2;6;5;3
ko:K03628;557;487;253;445;269;231;202;116
ko:K03629;65;35;29;31;25;9;7;1
ko:K03630;56;28;14;16;17;17;1;4
ko:K03631;158;87;87;107;22;10;18;8
ko:K03632;0;0;2;7;0;0;0;0
ko:K03633;0;0;2;1;0;0;2;0
ko:K03634;53;93;24;63;23;7;7;8
ko:K03635;59;30;29;38;16;8;7;8
ko:K03636;143;70;57;59;5;9;11;2
ko:K03637;62;32;27;25;8;2;5;3
ko:K03638;27;23;12;31;7;3;0;2
ko:K03639;282;161;95;127;65;37;27;11
ko:K03640;214;326;175;455;106;56;42;20
ko:K03641;508;375;281;420;109;77;62;52
ko:K03642;76;101;35;29;21;23;14;8
ko:K03643;24;15;2;2;8;0;4;5
ko:K03644;247;186;118;126;95;77;53;58
ko:K03645;0;0;0;0;0;0;0;0
ko:K03646;21;24;51;121;13;3;7;1
ko:K03647;0;0;0;0;0;0;0;0
ko:K03648;19;14;12;26;5;7;6;0
ko:K03649;11;14;6;10;0;5;0;0
ko:K03650;34;28;26;25;2;4;7;3
ko:K03651;48;31;146;143;11;2;6;0
ko:K03652;13;21;13;29;2;6;6;0
ko:K03653;2;0;2;0;1;2;5;5
ko:K03654;249;153;118;187;55;97;43;21
ko:K03655;187;105;79;120;33;18;15;12
ko:K03656;43;25;9;5;6;4;2;0
ko:K03657;312;227;144;202;88;65;85;49
ko:K03658;1;0;0;0;0;0;0;0
ko:K03660;7;3;6;4;0;3;0;2
ko:K03664;78;55;37;75;29;23;14;11
ko:K03665;259;203;120;241;158;112;71;33
ko:K03666;18;38;34;51;35;22;26;15
ko:K03667;110;110;23;50;35;29;21;30
ko:K03668;5;2;1;2;1;0;0;0
ko:K03669;5;0;6;13;6;8;15;5
ko:K03670;19;6;13;29;15;5;0;4
ko:K03671;974;710;292;364;176;164;132;78
ko:K03672;26;9;15;19;31;18;16;3
ko:K03673;41;76;16;26;29;7;2;1
ko:K03675;0;0;0;0;0;0;0;0
ko:K03676;124;90;5;27;8;5;7;3
ko:K03679;14;4;0;0;18;11;9;2
ko:K03680;1;0;0;0;0;0;0;0
ko:K03683;3;6;0;0;0;0;0;0
ko:K03684;67;53;51;73;24;9;11;4
ko:K03685;90;72;27;60;25;28;15;7
ko:K03686;523;395;219;265;115;91;68;42
ko:K03687;179;156;87;124;56;36;35;14
ko:K03688;78;67;10;71;19;10;8;14
ko:K03690;18;17;2;12;8;1;1;0
ko:K03692;2;0;2;14;1;1;0;0
ko:K03693;8;3;4;0;0;0;0;0
ko:K03694;220;325;191;311;374;225;224;144
ko:K03695;466;301;190;337;248;120;140;86
ko:K03696;3644;2303;1259;1183;1310;1469;1217;741
ko:K03697;5;4;0;0;1;0;1;1
ko:K03698;88;121;12;13;9;13;0;0
ko:K03699;88;82;65;94;20;9;10;13
ko:K03700;0;0;0;0;0;0;0;0
ko:K03701;440;319;178;255;143;126;83;51
ko:K03702;286;186;109;134;147;140;76;57
ko:K03703;209;125;76;61;55;45;30;11
ko:K03704;1303;1418;528;745;801;382;294;209
ko:K03705;269;160;80;95;30;26;20;19
ko:K03706;0;0;0;0;0;0;0;0
ko:K03707;19;2;2;0;2;0;0;1
ko:K03708;0;0;0;0;0;0;0;0
ko:K03709;139;98;94;75;26;20;20;12
ko:K03710;72;54;14;19;16;27;21;5
ko:K03711;141;114;76;111;41;35;25;23
ko:K03712;0;2;0;0;0;0;0;0
ko:K03713;0;0;0;0;0;0;0;0
ko:K03715;6;4;4;8;0;0;0;0
ko:K03716;3;1;0;3;4;3;1;0
ko:K03717;8;6;5;10;6;0;0;1
ko:K03718;22;13;8;14;10;2;10;3
ko:K03719;26;28;15;32;8;2;5;4
ko:K03720;0;0;0;0;0;0;0;0
ko:K03721;2;5;0;0;0;0;0;0
ko:K03722;101;90;44;77;7;10;13;12
ko:K03723;320;201;108;162;67;72;60;32
ko:K03724;97;112;72;112;21;33;27;26
ko:K03726;1;0;0;2;0;2;0;0
ko:K03727;56;22;28;29;16;10;20;7
ko:K03731;0;0;0;0;0;0;0;0
ko:K03732;58;117;30;73;16;18;9;6
ko:K03733;70;43;61;71;21;22;7;7
ko:K03734;18;9;25;47;14;5;10;5
ko:K03735;5;25;2;3;2;3;4;2
ko:K03736;0;0;5;4;3;5;2;0
ko:K03737;21;11;13;13;47;3;7;15
ko:K03738;33;20;21;16;57;31;24;34
ko:K03739;0;5;0;4;0;4;0;0
ko:K03740;0;0;0;0;1;0;0;0
ko:K03741;36;22;20;28;7;2;2;0
ko:K03742;75;29;48;79;5;20;3;4
ko:K03743;43;34;14;53;12;15;6;7
ko:K03744;49;45;55;78;25;23;24;12
ko:K03745;5;6;2;1;1;0;0;1
ko:K03746;72;186;12;6;5;4;1;3
ko:K03747;21;34;12;14;17;1;5;2
ko:K03748;0;2;2;0;2;0;0;0
ko:K03749;6;14;4;17;6;2;2;3
ko:K03750;108;92;33;62;37;15;22;8
ko:K03752;44;35;15;40;3;2;6;0
ko:K03753;3;2;3;5;4;0;3;1
ko:K03756;0;0;0;0;2;1;0;1
ko:K03757;0;0;0;0;0;0;0;0
ko:K03758;0;0;0;0;0;2;2;0
ko:K03759;0;0;4;0;3;3;0;1
ko:K03760;2;5;2;3;1;1;0;2
ko:K03761;2;1;6;1;4;16;15;5
ko:K03762;90;62;18;4;6;12;7;3
ko:K03763;0;0;0;0;5;2;6;0
ko:K03765;0;0;0;0;0;0;0;0
ko:K03767;95;153;98;147;61;50;36;34
ko:K03768;174;192;168;239;75;85;55;52
ko:K03769;239;164;148;238;114;38;33;20
ko:K03770;266;301;214;321;100;37;56;28
ko:K03771;124;103;69;166;86;42;28;9
ko:K03772;233;336;100;138;55;45;19;11
ko:K03773;85;108;57;61;31;27;1;6
ko:K03774;5;8;0;8;15;6;6;0
ko:K03775;35;65;43;74;37;13;14;3
ko:K03776;28;59;2;11;69;2;1;0
ko:K03777;25;20;15;35;34;6;8;4
ko:K03778;6;8;2;2;0;0;2;0
ko:K03779;31;9;6;12;0;0;0;0
ko:K03780;11;0;4;2;5;1;2;0
ko:K03781;334;147;137;197;80;114;82;39
ko:K03782;248;135;109;119;114;110;84;65
ko:K03783;65;30;19;36;19;7;7;6
ko:K03784;18;32;3;7;2;1;2;4
ko:K03785;0;0;6;4;0;0;0;0
ko:K03786;54;35;33;33;21;8;3;8
ko:K03787;90;79;40;61;33;25;10;11
ko:K03789;48;45;21;21;20;13;9;6
ko:K03790;41;29;7;22;12;3;7;1
ko:K03791;547;812;31;37;6;12;6;8
ko:K03793;24;17;13;21;6;4;0;4
ko:K03794;3;3;1;0;0;0;0;0
ko:K03795;55;31;4;10;2;3;2;0
ko:K03796;0;0;0;0;0;0;0;0
ko:K03797;788;642;517;813;399;280;221;156
ko:K03798;1962;1307;776;1037;767;500;480;329
ko:K03799;435;266;122;134;60;19;30;12
ko:K03800;46;24;8;10;0;1;0;1
ko:K03801;126;82;47;42;22;5;13;10
ko:K03802;101;73;25;50;29;44;38;34
ko:K03803;0;0;0;0;2;0;0;3
ko:K03804;0;0;4;4;0;0;0;0
ko:K03805;0;0;0;0;5;0;2;3
ko:K03806;8;12;0;1;6;1;1;0
ko:K03807;10;12;2;0;2;0;0;0
ko:K03808;0;0;0;0;0;0;0;0
ko:K03809;39;27;11;22;27;10;27;9
ko:K03810;0;0;0;6;0;0;0;1
ko:K03811;2;0;3;5;2;0;0;0
ko:K03812;0;0;0;0;3;16;5;3
ko:K03813;2;0;0;2;0;0;0;0
ko:K03814;24;22;14;35;11;6;4;4
ko:K03815;2;5;2;0;9;0;0;0
ko:K03816;7;8;8;17;0;0;0;0
ko:K03817;7;1;3;13;0;0;1;2
ko:K03818;0;1;0;4;0;0;0;0
ko:K03819;0;0;0;0;0;0;0;0
ko:K03820;56;38;52;59;10;12;17;15
ko:K03821;221;151;320;154;257;194;129;66
ko:K03822;0;0;0;5;0;1;2;0
ko:K03823;17;17;21;8;3;1;4;2
ko:K03824;3;3;2;0;0;1;0;0
ko:K03825;18;14;2;0;2;0;0;0
ko:K03826;0;0;0;0;0;0;0;0
ko:K03827;3;2;0;1;0;0;2;0
ko:K03828;11;12;2;5;0;0;0;0
ko:K03829;2;1;1;2;0;1;1;0
ko:K03830;2;0;4;2;0;0;2;0
ko:K03831;8;14;6;7;12;0;5;1
ko:K03832;474;581;258;654;300;248;123;77
ko:K03833;89;55;38;37;8;5;8;5
ko:K03834;0;0;0;0;0;0;0;0
ko:K03839;0;0;0;0;0;0;0;0
ko:K03840;0;0;0;0;0;0;0;0
ko:K03841;51;38;14;22;28;15;19;7
ko:K03851;2;1;2;0;0;0;0;2
ko:K03852;15;10;8;7;11;2;12;6
ko:K03855;5;2;2;1;0;0;0;0
ko:K03856;222;174;67;116;14;17;15;21
ko:K03862;0;2;2;11;6;3;1;2
ko:K03863;4;4;2;3;0;0;0;0
ko:K03867;0;0;0;0;0;0;0;0
ko:K03885;262;148;116;90;99;123;63;39
ko:K03886;28;6;29;28;9;8;4;3
ko:K03887;168;98;13;14;10;21;21;2
ko:K03888;143;79;7;11;7;19;11;3
ko:K03889;81;21;15;8;38;20;17;9
ko:K03890;24;34;25;19;21;29;14;15
ko:K03891;188;129;67;54;84;130;118;55
ko:K03892;84;62;38;41;44;66;50;25
ko:K03893;14;4;2;1;1;3;0;4
ko:K03894;0;0;0;0;0;0;0;0
ko:K03895;4;0;0;0;0;0;0;0
ko:K03896;1;2;0;0;0;0;0;0
ko:K03897;0;0;0;3;0;0;0;0
ko:K03918;26;21;26;40;0;3;3;4
ko:K03919;4;1;0;0;0;0;0;0
ko:K03921;59;42;88;120;24;28;38;17
ko:K03922;0;0;0;0;0;0;0;0
ko:K03923;0;2;2;0;0;0;0;0
ko:K03924;390;226;261;377;170;174;138;102
ko:K03925;127;92;86;97;71;79;31;27
ko:K03926;25;24;7;11;0;5;2;2
ko:K03928;31;27;16;12;4;5;11;1
ko:K03929;14;9;25;33;31;18;47;25
ko:K03930;0;4;2;0;0;0;0;0
ko:K03931;21;4;1;2;4;0;0;0
ko:K03932;91;231;25;37;7;3;6;2
ko:K03933;2;0;12;4;38;41;25;4
ko:K03941;2;2;4;10;5;4;0;0
ko:K03943;18;32;15;20;4;8;6;0
ko:K03969;561;460;172;296;123;152;120;89
ko:K03970;3;0;2;6;5;3;0;0
ko:K03972;0;2;0;2;0;0;0;0
ko:K03973;61;29;9;24;14;13;21;1
ko:K03974;4;2;6;14;4;0;0;2
ko:K03975;26;36;28;83;15;15;9;6
ko:K03976;2;6;4;0;3;1;2;3
ko:K03977;202;138;65;115;38;36;38;24
ko:K03978;36;26;26;54;17;17;14;8
ko:K03979;148;117;70;104;65;35;27;13
ko:K03980;76;42;30;42;13;16;10;17
ko:K03981;66;83;2;11;30;8;3;0
ko:K04014;0;0;3;5;0;0;0;0
ko:K04015;0;0;0;0;0;0;0;0
ko:K04016;6;0;9;4;2;0;6;1
ko:K04017;4;0;0;0;0;0;4;1
ko:K04018;34;11;15;21;1;4;4;1
ko:K04019;0;0;0;3;0;2;0;0
ko:K04020;0;0;0;0;0;0;0;0
ko:K04021;10;19;23;25;3;3;2;2
ko:K04023;2;0;0;2;0;0;0;0
ko:K04024;0;0;0;0;0;0;0;0
ko:K04026;0;0;1;2;0;0;0;0
ko:K04027;6;22;35;56;13;11;10;9
ko:K04028;2;0;9;21;2;4;11;3
ko:K04030;0;0;2;3;0;0;0;0
ko:K04033;0;0;3;2;6;3;0;0
ko:K04034;41;24;34;43;9;7;7;0
ko:K04035;1;1;0;1;0;2;0;0
ko:K04036;0;0;0;0;0;0;0;0
ko:K04037;5;0;0;1;0;11;5;16
ko:K04038;31;9;0;0;12;14;1;4
ko:K04039;22;7;0;2;7;0;0;0
ko:K04040;2;4;4;14;2;0;0;0
ko:K04041;0;0;0;2;4;1;0;0
ko:K04042;200;125;58;100;42;28;16;11
ko:K04043;1773;1486;749;1134;1093;732;569;343
ko:K04044;10;25;43;67;8;3;9;7
ko:K04045;0;4;11;10;0;0;0;0
ko:K04046;13;9;0;1;9;1;2;0
ko:K04047;41;41;81;67;32;22;11;12
ko:K04053;0;0;0;0;0;0;0;0
ko:K04054;0;0;0;0;0;0;0;0
ko:K04056;0;0;0;0;0;0;0;0
ko:K04058;0;0;0;0;0;0;0;0
ko:K04059;0;0;0;0;0;0;0;0
ko:K04061;1;14;0;0;0;0;0;2
ko:K04062;2;1;3;1;0;5;0;0
ko:K04063;121;96;59;114;37;48;22;11
ko:K04064;0;0;0;0;0;0;0;0
ko:K04065;91;101;116;117;28;53;133;51
ko:K04066;98;111;33;53;18;13;11;3
ko:K04068;0;0;2;12;0;0;1;1
ko:K04069;8;3;24;15;10;3;2;0
ko:K04070;5;2;3;0;2;1;0;1
ko:K04072;4;0;7;1;0;3;0;0
ko:K04073;6;3;0;0;2;0;0;2
ko:K04074;61;47;46;43;17;16;12;5
ko:K04075;100;68;30;34;6;13;7;5
ko:K04076;0;2;4;0;0;1;1;0
ko:K04077;6593;4441;2406;3416;2174;1682;1476;1116
ko:K04078;640;492;329;438;150;152;124;95
ko:K04079;173;147;44;65;97;41;33;22
ko:K04080;79;98;83;138;114;118;120;40
ko:K04082;6;5;13;44;1;2;0;0
ko:K04083;40;38;13;23;8;9;5;6
ko:K04084;129;129;51;71;31;21;2;2
ko:K04085;7;5;4;2;5;0;1;0
ko:K04086;0;0;0;0;0;0;0;0
ko:K04087;101;91;26;68;32;15;5;3
ko:K04088;121;121;43;107;62;23;14;18
ko:K04090;102;166;74;184;324;55;40;31
ko:K04091;65;22;16;18;9;10;2;4
ko:K04092;2;7;11;3;2;0;0;2
ko:K04093;4;9;22;19;0;1;0;2
ko:K04094;77;45;28;42;16;9;11;10
ko:K04095;0;0;0;0;3;0;0;0
ko:K04096;72;38;21;37;14;1;6;7
ko:K04098;0;4;6;5;6;3;7;1
ko:K04099;0;1;4;1;4;1;2;0
ko:K04100;0;0;0;0;7;0;1;4
ko:K04101;4;1;10;3;11;11;15;5
ko:K04102;4;0;0;0;0;0;2;0
ko:K04103;1;3;0;0;15;0;0;1
ko:K04105;2;0;0;0;1;0;3;0
ko:K04107;0;0;0;1;6;0;0;0
ko:K04108;0;3;0;0;6;1;2;4
ko:K04109;2;0;0;1;7;0;6;2
ko:K04110;5;8;16;76;14;6;2;2
ko:K04112;0;0;0;0;60;0;0;2
ko:K04113;0;0;0;0;81;0;2;2
ko:K04114;0;0;0;0;44;0;0;0
ko:K04115;0;0;0;0;29;0;0;0
ko:K04116;0;4;0;0;0;0;2;0
ko:K04117;4;0;0;0;1;0;0;0
ko:K04118;0;0;0;0;0;0;0;0
ko:K04126;2;0;0;0;0;0;0;2
ko:K04127;18;22;2;6;2;0;4;0
ko:K04128;0;0;0;0;0;0;0;0
ko:K04333;3;2;0;0;0;0;0;0
ko:K04334;0;0;0;0;0;0;0;0
ko:K04335;0;0;0;0;0;0;0;0
ko:K04336;0;0;0;0;0;0;0;0
ko:K04337;0;0;0;0;0;0;0;0
ko:K04338;0;0;0;0;0;0;0;0
ko:K04339;0;0;0;0;0;0;0;0
ko:K04341;0;0;0;0;0;0;0;0
ko:K04342;0;0;0;0;0;0;0;0
ko:K04343;12;13;15;20;0;3;2;0
ko:K04459;0;0;1;0;0;0;0;0
ko:K04477;18;7;17;9;9;8;5;2
ko:K04478;8;3;4;0;0;0;0;0
ko:K04479;0;0;0;2;0;0;0;0
ko:K04480;0;0;0;0;0;0;0;0
ko:K04483;14;5;8;7;16;15;23;2
ko:K04485;133;91;42;52;95;191;69;119
ko:K04486;16;23;18;18;6;2;0;1
ko:K04487;180;148;184;285;105;80;102;43
ko:K04488;113;106;142;167;64;39;76;29
ko:K04496;2;0;0;0;0;1;0;0
ko:K04516;19;37;14;21;16;18;4;4
ko:K04517;70;44;35;34;8;11;9;2
ko:K04518;26;22;25;43;8;5;2;6
ko:K04561;1;0;0;0;621;10;4;12
ko:K04562;21;19;11;34;16;2;0;2
ko:K04564;612;535;268;427;226;137;144;70
ko:K04565;239;162;95;108;24;26;20;12
ko:K04566;32;21;15;19;17;8;5;4
ko:K04567;142;140;100;108;48;35;35;15
ko:K04568;12;9;2;5;4;0;0;2
ko:K04618;16;15;19;15;0;5;1;3
ko:K04641;0;1;0;0;0;0;0;0
ko:K04642;30;13;0;0;0;0;0;0
ko:K04651;642;355;16;24;1;2;0;2
ko:K04652;397;204;18;19;14;3;2;0
ko:K04653;301;250;29;32;7;4;2;1
ko:K04654;757;419;47;56;35;39;14;11
ko:K04655;589;369;58;54;43;46;41;32
ko:K04656;123;62;14;22;3;0;4;1
ko:K04691;20;22;8;16;19;4;4;0
ko:K04708;0;4;0;2;0;0;1;0
ko:K04711;11;44;0;0;0;0;0;0
ko:K04712;4;8;1;1;2;2;2;0
ko:K04718;0;0;0;0;0;0;0;0
ko:K04719;13;13;4;2;0;2;0;1
ko:K04720;15;6;4;3;8;10;10;4
ko:K04739;4;9;4;12;0;0;0;2
ko:K04744;106;102;76;83;56;38;20;13
ko:K04747;0;0;0;0;0;0;0;0
ko:K04748;2;0;156;183;48;5;9;4
